blog_code,user_id,post_num,key,board_url,title,content,board_category,nickname,date
EG,CV63,4433682,EG_CV63_4433682,http://CV63.egloos.com/4433682,VOA - '탈북민 강제 북송에도 한국 정부 모르쇠' ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003418393 지난번 강제 북송 의심건에 대해 탈북자 단체들이 그러했던 것처럼 이 건도 국제 재판소에호소하는게 그나마 나을 듯 하다.신고,미국,KittyHawk,20191130
EG,CV63,4433670,EG_CV63_4433670,http://CV63.egloos.com/4433670,"해리스 대사 - ""문은 종북좌파에 둘러싸여 있나?"" "," 고든 창이 문disaster와 관련해 남긴 말과 비교하면 최대한 많이 봐준 것 아닌가?지금까지 벌어진 북괴, 중공 관련 일들을 생각하면 더더욱.신고",국제정치,KittyHawk,20191130
EG,CV63,4433669,EG_CV63_4433669,http://CV63.egloos.com/4433669,좀 더 확인하시죠 ,3년전의 민주당 필리버스터 vs 현재의 자한당 필리버스터https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=025&aid=0002956767[하지만 한국당의 입장은 다르다. 나경원 원내대표는 이날 오후 기자회견을 열고 “한국당이 필리버스터를 신청한 안건 중에 ‘민식이법’은 해당되지 않는다”며 “본회의를 열지 않고 있는 국회의장과 민주당이 ‘민식이법’ 처리를 막고 있다”고 반박했다. 나 원내대표는 “본회의를 열면 ‘민식이법’부터 우선 처리할 것”이라고 강조했다. 한국당이 필리버스터를 신청한 법안은 28일까지 상임위를 통과한 법안이었기 때문에 29일 본회의 직전 법사위를 통과한 ‘민식이법’은 해당되지 않았다.        이와 관련해 오신환 바른미래당 원내대표도 “(나 원내대표가) ‘민식이법’을 포함한 어린이교통안전법안과 ‘유치원3법’ 등을 먼저 처리하자고 제안하는 것을 들었다”며 “반면 민주당은 필리버스터 전체를 해제하지 않으면 개의하기 어렵다는 입장이었다”고 전했다.   ]  민식이법은 필리버스터 대상 아니라고 밝혔습니다. 좀 더 확인하시죠.신고,,KittyHawk,20191129
EG,CV63,4433656,EG_CV63_4433656,http://CV63.egloos.com/4433656,중공 흑사병 확진자 추가 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=025&aid=0002956427 기사에서 언급되는 확진자 수는 4명이지만 이전 사스 확산과 관련해 중공 당국이 취한 대응 등을감안하면 실상 그 몇 배에 달하는 인원들이 걸린 상황이 아닐까?(확진자 1명당 실제로 걸린 인원은 1000명이라 예상하는 것도 불가능은 아닐 것 같다. 이전에 장쩌민은 사스로 인해 200만명이 죽어도괴멸적 피해는 아니라는 식으로 말하기도 했다고 하니...)신고,아시아,KittyHawk,20191129
EG,CV63,4433655,EG_CV63_4433655,http://CV63.egloos.com/4433655,"바이엘에 대한 소송자 수가 42,000명 넘어 ","http://conspiracynews.co.kr/?p=10677 얄궃은 노릇이다. 합병을 결정한 바이엘, 몬산토는 세계 시장을 거진 손에 넣을 장밋빛미래를 꿈꿨을텐데도 현실은 저만한 규모의 소송자들을 상대하는 것이니 말이다.신고",유럽,KittyHawk,20191129
EG,CV63,4433642,EG_CV63_4433642,http://CV63.egloos.com/4433642,다시 부각된 조진래의 자살 ,"https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003489902[靑 선거개입 의혹]野 ""PK 공천 발표하자마자 수사""창원 당선자는 盧정부 장관 동생 구치소에서 유서를 남기고 자살한 안상영 부산시장의 건이 다시금 떠오르게 된다.신고",정치 전반 2019,KittyHawk,20191128
EG,CV63,4433640,EG_CV63_4433640,http://CV63.egloos.com/4433640,"중공, 달러를 한국 지점에서 갖고 갔다 ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004526377[한국에 거주하는 중국계 외은지점 단기외채①외은지점→중국본토→중국기업 흘러가“중국에 달러자금 공급 부족하다는 뜻”] 중공내 뱅크런이 시간의 문제일뿐 메이저 금융권까지 올라갈 가능성을 배제하기란 어렵다는우려도 있다는데 일이 더 커지기 전에 중공과 맺은 통화관련 협정들을 빨리 깨버리거나 피해가덜 오게끔 손을 써야 할 상황 아닌가? 중공몽을 함께 하겠다느니, 중공에 파리처럼 달라붙어가야한다느니 따위의 발언을 내뱉고 다닌 인간들이 설치고 다니는 한국의 처지가 한심하다.동남아내 화교들이 오히려 중공을 거부하는 활동을 돕고 있다는 소식을 전한 김정민 박사의영상으로 마무리한다.신고",경제 문제,KittyHawk,20191128
EG,CV63,4433622,EG_CV63_4433622,http://CV63.egloos.com/4433622,한국당 '우리들병원' 건 국정조사 요구 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003489704 단순히 돈만 얽힌게 아니라는 의혹도 있다고 하는데 과연 진실은?신고,정치 전반 2019,KittyHawk,20191127
EG,CV63,4433621,EG_CV63_4433621,http://CV63.egloos.com/4433621,어느 남자의 중공 스파이 아내에 대한 증언 , 당장 저 사례만 보면 그냥 남의 나라 일 정도로만 보이겠지만 해당 영상에 남긴 누군가의 증언은 한국도중공의 그러한 공작 대상에 이미 포함되어 있지 않은게 도리어 이상한 일이라는걸 느끼게 한다.  그리고 해당 사례를 증언한 남자는 결국 엄청난 피해를 입고 말았다고 한다.신고,국제정치,KittyHawk,20191127
EG,CV63,4433600,EG_CV63_4433600,http://CV63.egloos.com/4433600,다시 시작된 문정인의 책임 못질 헛소리 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003489474 미국이 간접적으로 경고 신호를 보낸 정황이 있는만큼 그냥 알아서 찌그러져 있어야 할 인간이계속 저러는걸 보면 한국 좌파는 써먹을 인재풀 자체가 없는 것 같다. 물론 그들의 목적이 정말그쪽이라면 저 쓰레기는 아주 훌륭한 인재일테지만 말이다.신고,정치 전반 2019,KittyHawk,20191126
EG,CV63,4433599,EG_CV63_4433599,http://CV63.egloos.com/4433599,'조국보다 윗선(?)이 봐줬다' ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=025&aid=0002955690[‘유재수 감찰무마 의혹’ 사건에 대한 검찰 수사가 윗선을 겨냥하면서 여권이 긴장하는 분위기다. 유재수 전 부산시 경제부시장에 대한 청와대 특별감찰을 무마한 당사자가 조국 당시 청와대 민정수석보다 윗선이었다는 진술을 검찰이 확보한 것으로 전해지면서 검찰 칼끝이 어디를 향할지 청와대와 더불어민주당이 촉각을 곤두세우고 있다.] 조국보다 윗선이었다면 대체 누구였을까?신고,정치 전반 2019,KittyHawk,20191126
EG,CV63,4433579,EG_CV63_4433579,http://CV63.egloos.com/4433579,홍콩선거 친중파 패배 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0011234081 홍콩인들의 승리는 칭송받아 마땅하지만 시진핑과 친중파가 추후 흉수를 쓰지 않을까우려된다. 90년대에 아웅산 여사가 승리를 거뒀음에도 군부가 결과를 수용하길 거부해버마 정치가 한 번 더 우여곡절을 겪어야 했던 걸 생각하면 말이다.(그 아웅산 여사가로힝야 문제에 대해선 냉정하게 군다고 비난하는 자들도 있지만 하페즈의 경우를 생각하면아웅산의 대응은 이해해줄만한 부분들이 있다는 생각밖에 들지 않는다.)신고,아시아,KittyHawk,20191125
EG,CV63,4433578,EG_CV63_4433578,http://CV63.egloos.com/4433578,남중국해 사고 진위 논란 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=277&aid=0004577798http://www.pennmike.com/news/articleView.html?idxno=25123 터너의 주장을 액면 그대로 믿기엔 핵잠수함 사고가 사실일 경우 양측 모두 숨기기 곤란하다는생각밖에 들지 않는다. 영화의 소재가 되기도 했던 소련 핵잠수함의 사고도 결국 나토의 눈에띈 경우였던 걸 생각하면 말이다. 하지만 방사능 수치의 이상은 사실이라는 언급도 있으니 이 건의 결말이 여러모로 우려되기는마찬가지다.신고,군사전반,KittyHawk,20191125
EG,CV63,4433569,EG_CV63_4433569,http://CV63.egloos.com/4433569,진실게임 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0011233895 누구 말이 진짜일까?신고,정치 전반 2019,KittyHawk,20191124
EG,CV63,4433532,EG_CV63_4433532,http://CV63.egloos.com/4433532,중공 스파이의 한국 국적 세탁 실태 , 올해 미국이 이민국 서울 사무소를 폐쇄한 것이 그냥 한 행동이 아님이 다시 확인된 격이다.해당 중공 스파이의 증언과 관계된 사항들을 일찌감치 경고해온 김정민 박사 등을 좌파와중공과 이해관계가 얽혔을거라 의심되는 자들이 미친 소리 취급하는 식으로 얼버무렸던 것이과연 우연이었다고 해야 할까?신고,국제정치,KittyHawk,20191124
EG,CV63,4433514,EG_CV63_4433514,http://CV63.egloos.com/4433514,과연 문은 완전히 그만둘 수 있을까? , 한국 언론과 현 문disaster측은 우리가 완전히 진 게 아니다. 차후 협상을 통해 해결(?)한다 류의기조를 유지하고 있지만 그 희망이 과연 이뤄질 수 있을지는 굉장히 회의적이다. 일본은 자신들의기본적인 입장이 무엇인지 간단명료하게 재확인을 이미 해버렸기 때문이다.https://www.jiji.com/jc/article?k=2019112201022&g=eco 미일은 97년도에 YS가 저지른 행동이 불러온 여파를 한국 정치권 전체가 기억한 것과는 거리가있다는걸 이번 지소미아 파동으로 재확인해버린 이상 좌파에게도 동일한 교훈을 가르쳐주지 않으면안된다고 판단했을 가능성을 배제하기가 곤란한 형국인데 문제는 그렇게 하고나서도 문disaster측이또 같은 짓을 해버릴 경우다. 그때와 비슷한 형세가 도래했다는건 여러모로 한국 정치외교의 큰 패착이다. 필요하지만 못믿을 놈 취급 받게 될 이런 일은 생기지 말아야했다.신고,국제정치,KittyHawk,20191123
EG,CV63,4433505,EG_CV63_4433505,http://CV63.egloos.com/4433505,"문정인, 사퇴 시사 ",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003416027 국가와 국민들을 위험으로 몰아넣는데 톡톡히 공헌한 문의 공범 주제에 짐 싸들고 도망가면다 장땡이라 착각하는건가?P.S. 한미관계의 신화를 소재로 의미있는 저작을 남긴 박태균이 후일 개정판을 낸다면 문 시기의혼란상을 어떻게 평가할지 궁금해진다.신고,정치 전반 2019,KittyHawk,20191122
EG,CV63,4433504,EG_CV63_4433504,http://CV63.egloos.com/4433504,지소미아 종료 번복을 바라보며 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=448&aid=0000286713 문disaster는 국외적으론 가능하면 참아줄려던 미일에게 이 건을 계기로 다시 한 번 찍혀버렸고국내적으론 그토록 깎아내리려던 황교안이 스포트라이트를 받게 만들어버렸다. 이렇게 될 게 뻔한다는걸누군가는 알았을텐데 그걸 미연에 방지 못했을 정도라면 문에게 그 정도 지적조차 해줄 인물도 거진 없다는의미인가?신고,정치 전반 2019,KittyHawk,20191122
EG,CV63,4433489,EG_CV63_4433489,http://CV63.egloos.com/4433489,"문disaster 정부, 지소미아 종료 미룬다 ",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&oid=374&aid=0000198725&sid1=001 결국 뒷감당이 무서웠나? 이럴거였으면서 그렇게 깽판을 치고 난 후에 한국이 받을 처우는안중에도 없었던 건가? 일부러 벌집을 건드리는 식으로 자국에 외교적 데미지를 입히던에르도안의 터키를 비웃을 처지에서 한참 거리가 멀어진 한국의 처지가 안타깝다. 문재앙과그 패거리가 온전히 다 떠안기를 바라지만 그 인간들이 그럴 마음이라는게 1그램이라도 있었으면이 지경까진 안 왔을 거라는 생각이 들 뿐이다.신고,정치 전반 2019,KittyHawk,20191121
EG,CV63,4433488,EG_CV63_4433488,http://CV63.egloos.com/4433488,농락당한 한국의 여론정치/중공의 앞잡이 조선족 , 김정민 박사가 대담 중간에 한국 좌파들은 미국에게 제대로 매를 맞아본 경험이 없다 보니중공은 무서워하고 미국은 깔보는 경향이 있어 보인다는 평을 남기기도 하던대 현재 지소미아관련으로 움직이는 상황을 보면 파국을 맞이하고 나서도 한국민들이 자신의 진짜 친구가 누구인가깨달을지는 무척 의문이다.P.S. - 박근혜가 안보 관련으로 중공이 한국이 희망하는 걸 들어줄 의향이 없다는걸 알게 되자사드 설치 등으로 미국에 협조하려던 것만큼은 좋게 평가되기를 희망하지만 아직도 아집에 사로잡힌203040들이 그걸 받아들일지는 굉장히 의문이다. 청년으로 세대교체라는 단어에 냉소를 보내는 어느 우파유튜버는 그간 벌어진 꼴들을 보면 한국 청년층은 한국의 적화 위기 관련으로 땅을 머리에 찧으며반성해야 할 놈들이 태반이라고 여기기도 하지만 그래도 김 박사 등은 젊은층을 설득해야 한다는 자세를유지하는 것에 감사할 뿐이다.신고,,KittyHawk,20191121
EG,CV63,4433472,EG_CV63_4433472,http://CV63.egloos.com/4433472,스스로 경멸을 사는 문disaster 패거리 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003488164 김현종이 미국을 극비 방문했다는 부분에서부터 웃음이 나올 노릇이다. 그렇게 하기 전에좋게 끝낼수도 있었을 판에 상대의 증오감을 사는 짓들을 해버리고는 마치 부랴부랴 수습하듯달려가면 그쪽에서 그래 좋게 다시 얘기해보자 식으로 나오기를 기대하는 건 그야말로 넌센스아닌가? 박정희 측이 닉슨에 대해 판단을 잘못했던 일화 등은 차라리 사소한 실수 내지 해프닝 정도로취급해도 무관할 수준의 일들을 보여주는 문disaster 패거리 답다.신고,정치 전반 2019,KittyHawk,20191120
EG,CV63,4433445,EG_CV63_4433445,http://CV63.egloos.com/4433445,특별사면에 숨은 문disaster의 본심? ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=032&aid=0002975533[정부가 문재인 대통령 취임 이후 세번째 특별사면을 추진한다. 주로 국가보안법과 공직선거법 위반 사범이 중심이다.] 지소미아도 파기하겠다는데 이 정도면 껌 아니겠나? 정말 할 거면 갈데까지 가보기를 희망한다.신고,정치 전반 2019,KittyHawk,20191119
EG,CV63,4433425,EG_CV63_4433425,http://CV63.egloos.com/4433425,"“日정부, 수출규제 철회 불가 방침 美에 전달” ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=020&aid=0003253794[지소미아 종료 D-5]日언론 “지소미아 종료 불가피 전망”불산액 수출은 규제 이후 첫 허가… WTO 분쟁서 명분 세우기용인 듯 벼랑끝으로 가는 것 외에는 답이 없어 보인다. 티코로 탱크를 들이받겠다는 식의 만용을 보여준문disaster패와 속내 수상한 반일단체들이 온전히 다 책임져주기를 바라지만 그 인간들이 그렇게할지는 의문이다.P.S. 쿠르트 발트하임 건과 같은 자충수를 한국의 문가네가 자꾸 저지르는 모양새로 향하고 있는데실상은 친북형 좌익들일 경우가 백중세일 한국의 자칭 반일 전사들은 전승 연합국들의 눈에 당시의 한국과 한국인들이 어떤 존재로 비춰졌을지는 왜 자꾸 외면하려고 드나? 너네가 그렇게 싫어하는, 아니 북괴와 중공 무리들이 싫어하는 우남의 활약을 인정하기가 그렇게도 두렵나?신고",아시아,KittyHawk,20191118
EG,CV63,4433407,EG_CV63_4433407,http://CV63.egloos.com/4433407,중공이 난민을 이용하는 수법 , 중공에 의해 유럽 업체들이 큰 피해를 입었다는 이야기는 익히 들었지만 그 수법이 무엇인지자세히 접하게 되니 그저 놀라울 뿐이다. 특히나 현지의 차이나타운들이 어떻게 이용되는지를알게 되니 더더욱. 한국내 시도되는 차이나타운들이 그런 용도로 전용되지 말라는 법이 없다는쪽으로 생각이 넘어가니 근심이 늘어나는 격이다.신고,국제정치,KittyHawk,20191118
EG,CV63,4433406,EG_CV63_4433406,http://CV63.egloos.com/4433406,트럼프의 '다카' 폐지론이 성사되어야 하는 이유 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=025&aid=0002953161 해당 기사에선 한인들의 처지를 들어 폐지 반대론을 외치지만 한국 입장에서도 트럼프의입장이 관철되어야 하는 이유가 있다. 1세계 국가내에서 대대적인 불체자 조사와 추방이 탄력을 받기 위해선 미국내에서 행해지는 모순된 이민 정책이 처음부터 불법을 허용하지않는 방향으로 가야 하기 때문이다.(당장 이전부터 원용석 기자가 전하는 미국내 상황을상기해보라. 어느 주의 경우 중범죄를 저지른 불체자들이 추방조치가 취해지지도 않은 채그대로 교도소에서 풀려나는 어이없는 일까지 벌어졌었다.)신고,"반다문화, 반페미니즘",KittyHawk,20191118
EG,CV63,4433367,EG_CV63_4433367,http://CV63.egloos.com/4433367,또 다시 일본 탓 ,"https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0004464584스틸웰, 지난 6일 70분 면담에서""지소미아 연장·유예하자"" 촉구김현종 ""日수출규제 철회가 먼저"" 예전에 논란이 생길 걸 알고서도 아베에게 일본의 입장을 지지한다고 말했던 구테흐스 총장건을떠올려보면 한국이 일본에게 강경 기조를 떠든다는 건 현실성의 여부를 떠나 맞은편에서 오는탱크를 티코로 들이받겠다는 거나 다름 없는 짓으로밖에 보이지 않는다. 더 심각한 건 한국의 처지를이해하기는 커녕 잘했다고 착각하는 기사 댓글란의 항일의병 빙의한 간접적 중공/북괴 협력자들이지만말이다. 왜 일본이 한국을 그리 대하는가에 대해 다룬 지식의 칼의 영상으로 마무리한다.지식의 칼은 자신이 설득하겠다는 멘트를 남기지만 아직도 일본이란 단어가 나오면 실무보단 감정만 남는 얼간이들이여전한 한국에선 너무나 회의적이다. 좌옹이 한국인들을 향해 던졌던 냉소는 지금도 유효하다.신고",정치 전반 2019,KittyHawk,20191115
EG,CV63,4433365,EG_CV63_4433365,http://CV63.egloos.com/4433365,"UN, 선원 북송 조사 ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003486903북한인권특별보고관 이달말 방한, 강제북송한 경위 파악 앰네스티 ""범죄자 낙인찍어 송환, 국제인권 규범 위반"" 비난 靑, 웜비어 부모의 文대통령 면담 요청 거절… 北인권 또 외면  문disaster 패거리가 유엔에 어떤 답을 줄지 궁금해진다. 이전에 대북 제재 위반자 신원 정보를유엔이 요구한 적도 있었다는데 그건 어찌됐을까?신고",국제정치,KittyHawk,20191115
EG,CV63,4433352,EG_CV63_4433352,http://CV63.egloos.com/4433352,"[단독]靑, 북괴 납치 피해자 웜비어 부모 면담 거절 ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=021&aid=0002408327안보실, 대통령 면담요청 답신 잇단 ‘北 인권문제 외면’ 논란 저 정도면 논란을 넘어 확증 아닌가? 고든 창이 문disaster에 대해 남겼던 그 말이 떠오르는 순간이다. 웜비어 부모가 포기 않고 계속 나아가기를 바란다.신고",정치 전반 2019,KittyHawk,20191114
EG,CV63,4433339,EG_CV63_4433339,http://CV63.egloos.com/4433339,"탈북자 단체, '문 정부 국제재판소에 고발한다' ",https://news.naver.com/main/ranking/read.nhn?sid1=&rankingType=popular_memo&oid=081&aid=0003043125“가장 파렴치하고 반인륜적·반인도적 범죄”…국정원장 등 고소 길게 쓸 것도 없이 탈북자들을 응원한다. 그리고 그쪽의 탈북자들에 대한 속내를 보여줬던그 여자의 말로 마무리한다.신고,정치 전반 2019,KittyHawk,20191113
EG,CV63,4433335,EG_CV63_4433335,http://CV63.egloos.com/4433335,"중공 베이징, 흑사병 환자 2명 확진 ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=018&aid=0004515458[위생건강위원회 ""환자, 차오양구 병원서 치료 중""""베이징 흑사병 전파 위험 여전히 존재""] 환자들이 내몽골 출신임을 전하고 있지만 베이징내의 병원에서 확진이 이뤄졌다는 점이매우 눈길을 끈다. 현재에도 남아 있다는 페스트이지만 원나라 붕괴에도 크게 작용했을거라는페스트가 비교적 통제가 이뤄지고 있을 현재의 중공에서 발생이 공식 확인됐다는 건 매우 놀랄일임은 분명하다.신고",아시아,KittyHawk,20191113
EG,CV63,4433310,EG_CV63_4433310,http://CV63.egloos.com/4433310,"<사설>‘탈북 범죄자’ 북송 의혹 증폭/문, 뭔가 숨기고 있다 ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=110&oid=021&aid=0002407934 내용 중 사설이 제기하는 핵심의문 네 가지만 여기에 따로 올린다.[우선, 북한에 인계된 배는 17t급 오징어잡이 목선으로 길이가 고작 15m다. 이 배에서 2명이 16명을 둔기로 살해했다는 것인데 과연 가능한 일인지 의문이 제기되고 있다. 자백했다고 하지만, 당연히 사실관계를 규명했어야 했는데 서둘러 북송하고 증거인 목선까지 돌려보냈다. 둘째, 통일부는 귀순 의지가 불분명해 추방 결정을 했다고 했는데, 이들은 판문점에서 안대를 벗고 나서야 북송된다는 것을 알고 주저앉았다고 한다. 자발적 의지에 반한 결정임이 명백하다. 셋째, 북송 작전은 공동경비구역의 한 중령이 김유근 국가안보실 1차장에게 관련 사실을 직보한 것이 드러나며 공개됐는데, 국가안보실은 왜 통일부와 국정원도 소극적인 북송을 속전속결 처리했는지 의문이다. 넷째, 정부는 북한 당국이 이들을 찾고 있다는 것을 감청을 통해 파악했다고 한다. 북한 주장을 그대로 믿고, 거기에 장단 맞춘 것은 아닌가.]신고",정치 전반 2019,KittyHawk,20191112
